age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
23, ?,449101, HS-grad,9, Married-civ-spouse, ?, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private,206354, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
57, Self-emp-not-inc,177271, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
36, Private,185325, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Private,266439, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K
27, Self-emp-inc,193868, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private,25803, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
36, Self-emp-not-inc,205607, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
21, ?,138575, HS-grad,9, Never-married, ?, Other-relative, White, Male,0,0,60, United-States, <=50K
29, Private,231287, Some-college,10, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private,283613, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
41, Private,171351, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,138611, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7688,0,55, United-States, >50K
49, Local-gov,98738, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
65, Private,149811, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,2206,59, Canada, <=50K
21, Private,198822, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private,309055, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
55, Federal-gov,113398, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private,101739, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
48, Private,182313, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,98283, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, >50K
48, Self-emp-not-inc,171986, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
52, State-gov,109600, Masters,14, Married-spouse-abs, Exec-managerial, Unmarried, White, Female,4787,0,44, United-States, >50K
41, Private,353541, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private,301568, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
71, ?,144872, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,6514,0,40, United-States, >50K
32, Private,141410, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,119929, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc,349910, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private,37792, 10th,6, Widowed, Other-service, Not-in-family, White, Female,0,0,31, United-States, <=50K
49, Private,139268, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
31, Private,119033, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,194690, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,50, Mexico, <=50K
42, Private,184837, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,40, United-States, >50K
68, Private,191581, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,3273,0,40, United-States, <=50K
32, Private,462255, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, ?,139049, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,22, United-States, >50K
50, Private,137253, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
62, Self-emp-inc,245491, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,99999,0,40, United-States, >50K
44, Private,111502, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
20, Private,154781, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,177531, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
59, Federal-gov,115389, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
46, Private,73019, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,355320, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
28, Private,410450, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,0,0,48, England, >50K
33, Private,258932, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private,221343, 1st-4th,2, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,12, United-States, <=50K
37, Private,210945, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,24, United-States, <=50K
35, Self-emp-not-inc,120301, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
50, Private,283676, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private,128567, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,20308, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private,41794, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private,38599, 12th,8, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, ?,39100, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,5, United-States, <=50K
48, Self-emp-inc,85109, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Local-gov,376302, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,35, Nicaragua, >50K
40, Private,219266, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
32, Private,97723, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,40, United-States, <=50K
71, Private,212806, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
44, Private,215468, Bachelors,13, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,7, United-States, <=50K
29, Private,192924, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc,334132, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,78, United-States, <=50K
33, Private,206609, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Private,142682, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Dominican-Republic, <=50K
30, Private,1184622, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, United-States, <=50K
20, Private,334105, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
32, Self-emp-not-inc,182691, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
36, Private,183425, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,191175, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,2179,50, Mexico, <=50K
34, Private,173806, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,4865,0,60, United-States, <=50K
17, Private,244602, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
43, Private,190403, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Federal-gov,175232, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,60, United-States, >50K
40, Private,107433, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
23, Private,260617, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,400630, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
31, Private,198452, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
52, Without-pay,198262, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
20, Private,320047, 10th,6, Married-spouse-abs, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,172581, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,244312, 9th,5, Never-married, Craft-repair, Own-child, White, Male,0,0,30, El-Salvador, <=50K
24, Private,205844, Bachelors,13, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc,255503, 11th,7, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
36, Private,460437, 9th,5, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,117158, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
21, Private,107882, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K
57, Private,250201, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
81, ?,162882, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private,127117, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
74, ?,95825, Some-college,10, Widowed, ?, Not-in-family, White, Female,0,0,3, United-States, <=50K
58, ?,178660, 12th,8, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
37, Federal-gov,325538, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?, >50K
32, Private,402089, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,2, United-States, <=50K
36, Private,119957, Bachelors,13, Separated, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
48, Private,207817, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Columbia, <=50K
43, Private,112181, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,1902,32, United-States, >50K
33, Private,192286, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,52, United-States, <=50K
28, ?,157813, 11th,7, Divorced, ?, Unmarried, White, Female,0,0,58, Canada, <=50K
25, Private,212800, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private,204908, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,229009, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
50, Private,154728, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
41, Private,290660, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,55, United-States, >50K
59, Private,426001, HS-grad,9, Married-spouse-abs, Adm-clerical, Unmarried, White, Female,0,0,20, Puerto-Rico, <=50K
33, Self-emp-not-inc,170979, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
53, Private,71772, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc,80933, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
19, Private,195985, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Federal-gov,130703, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private,100375, Some-college,10, Married-spouse-abs, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
57, ?,188877, 9th,5, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,331381, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov,194788, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,4787,0,60, United-States, >50K
23, Private,313573, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
27, Private,261375, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Private,206051, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
56, Federal-gov,162137, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private,60374, HS-grad,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
18, Private,404085, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
36, Private,336595, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private,174308, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,216129, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Private,325007, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, United-States, <=50K
60, Private,31577, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,278322, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private,31985, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Local-gov,196307, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
28, Private,188711, Bachelors,13, Never-married, Transport-moving, Unmarried, White, Male,0,0,20, United-States, <=50K
51, Private,182187, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, <=50K
32, Private,36302, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
50, State-gov,173020, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,198813, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Private,68684, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,90547, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,23, United-States, <=50K
37, Private,160035, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc,32537, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
37, Private,206699, HS-grad,9, Divorced, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
44, Local-gov,181344, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, United-States, >50K
33, Private,389932, HS-grad,9, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,55, United-States, <=50K
26, Private,102476, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,10520,0,64, United-States, >50K
34, Private,516337, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
53, Federal-gov,155594, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private,265737, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,60, Cuba, >50K
45, Private,46406, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, England, >50K
57, Federal-gov,97837, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, >50K
25, Private,80312, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,4865,0,40, United-States, <=50K
21, Private,263641, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc,258474, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc,34007, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
17, Private,232713, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,594,0,30, United-States, <=50K
21, Private,129980, 9th,5, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private,210932, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc,197665, HS-grad,9, Married-spouse-abs, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
41, Self-emp-inc,64506, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
60, Self-emp-not-inc,106118, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
57, Self-emp-not-inc,222216, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, United-States, <=50K
43, ?,174662, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Federal-gov,419691, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,54, United-States, >50K
65, Self-emp-inc,66360, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,6418,0,35, United-States, >50K
52, Local-gov,40641, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
21, Private,202570, 12th,8, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,48, ?, <=50K
30, Private,114912, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,60, United-States, >50K
40, Private,163434, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private,405577, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private,175942, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
31, Federal-gov,484669, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Federal-gov,307555, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
23, Private,218782, 10th,6, Never-married, Handlers-cleaners, Other-relative, Other, Male,0,0,40, United-States, <=50K
40, Private,356934, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private,411950, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, ?,231777, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States, <=50K
27, Private,168107, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,177072, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,164526, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,162872, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,225724, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private,258470, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, State-gov,216871, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1740,40, United-States, <=50K
51, Federal-gov,97934, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,5178,0,40, United-States, >50K
36, Private,274809, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Local-gov,119199, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
40, Private,193882, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private,98287, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
38, Private,34378, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
64, ?,200017, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Local-gov,182100, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc,243484, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,28, United-States, >50K
29, Local-gov,251854, HS-grad,9, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, State-gov,142766, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
90, ?,313986, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
56, Private,357118, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
60, Private,135470, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
21, Private,262819, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private,122756, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, United-States, <=50K
50, Private,171924, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, >50K
34, Private,120959, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Local-gov,192684, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
35, Private,115803, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private,372692, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc,188436, HS-grad,9, Separated, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
77, ?,132728, Masters,14, Divorced, ?, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private,250967, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,134727, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, ?,291509, 12th,8, Never-married, ?, Own-child, White, Male,0,0,28, United-States, <=50K
34, Private,275438, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
27, Local-gov,74056, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Local-gov,93886, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,46, United-States, >50K
43, Self-emp-inc,247981, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,5455,0,50, United-States, <=50K
52, Private,117674, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
36, Private,271767, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, ?, <=50K
42, Local-gov,255847, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,102583, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
21, State-gov,184678, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private,178037, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
50, Private,149770, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private,53481, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
37, Private,215310, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
24, Private,321435, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc,104617, 7th-8th,4, Never-married, Other-service, Other-relative, White, Female,0,0,99, Mexico, <=50K
50, State-gov,289207, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
23, Private,164231, 11th,7, Separated, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
32, Federal-gov,174215, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
44, Private,104440, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private,148549, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private,266325, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, >50K
43, Private,171438, Assoc-voc,11, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
47, State-gov,156417, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
30, Private,366065, Some-college,10, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Private,270151, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,80625, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,98155, HS-grad,9, Married-AF-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
34, Self-emp-not-inc,426431, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,141663, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov,34935, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private,116391, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,352812, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,40, United-States, >50K
41, Private,207375, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
63, Local-gov,57674, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
22, ?,189203, Assoc-acdm,12, Never-married, ?, Other-relative, White, Male,0,0,15, United-States, <=50K
37, Private,184556, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Federal-gov,189632, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
46, Private,250821, Prof-school,15, Divorced, Farming-fishing, Unmarried, White, Male,0,0,48, United-States, <=50K
38, Private,182609, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland, <=50K
